App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6006219,HDR,09/14/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5990042,HDR,02/09/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6009156,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004591,HDR,08/24/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004988,HDR,08/29/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5991756,HDR,03/10/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
5992462,HDR,03/21/2022,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994508,HDR,04/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/14/2022 11:00:04 AM
6006710,HDR,09/18/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6004313,HDR,08/22/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6007181,HDR,09/23/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6009250,HDR,10/14/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005675,HDR,09/07/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5989328,HDR,01/25/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6000184,HDR,07/05/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6008193,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5869745,HDR,04/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007967,HDR,10/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6003299,HDR,08/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008448,HDR,10/05/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008784,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6003213,HDR,08/09/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005388,HDR,09/02/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6003429,HDR,08/11/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6003020,HDR,08/07/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5998197,HDR,06/10/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007071,HDR,09/21/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6006483,HDR,09/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5999073,HDR,06/21/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5996194,HDR,05/16/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005894,HDR,09/09/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008425,HDR,10/05/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5999215,HDR,06/22/2022,Denied,09/28/2022,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007724,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005990,HDR,09/11/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008542,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6002793,HDR,08/04/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004643,HDR,08/25/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Not Applicable,10/14/2022 11:00:04 AM
6003182,HDR,08/09/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990898,HDR,02/24/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008323,HDR,10/04/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008299,HDR,10/04/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5990138,HDR,02/10/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6009111,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6007003,HDR,09/21/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6003192,HDR,08/09/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007901,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008510,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5997582,HDR,06/02/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6003674,HDR,08/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5997316,HDR,05/31/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5988552,HDR,01/11/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6005019,HDR,08/30/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007285,HDR,09/24/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006620,HDR,09/17/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6005684,HDR,09/07/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004952,HDR,08/29/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6000863,HDR,07/13/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007097,HDR,09/22/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5999076,HDR,06/21/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5991142,HDR,03/01/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6001386,HDR,07/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,10/14/2022 11:00:04 AM
6007038,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008551,HDR,10/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6000564,HDR,07/11/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5997760,HDR,06/05/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008540,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995591,HDR,05/08/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6006049,HDR,09/12/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990674,HDR,02/21/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6004680,HDR,08/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5996687,HDR,05/21/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994926,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005802,HDR,09/08/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008888,HDR,10/11/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5999349,HDR,06/24/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008398,HDR,10/05/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5988926,HDR,01/18/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006690,HDR,09/18/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5992221,HDR,03/17/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995624,HDR,05/09/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5989259,HDR,01/24/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008214,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007787,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6000850,HDR,07/13/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5996857,HDR,05/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6001393,HDR,07/19/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006012,HDR,09/11/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5990292,HDR,02/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005306,HDR,09/01/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5992011,HDR,03/15/2022,Denied,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5995475,HDR,05/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
5995034,HDR,04/28/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6003787,HDR,08/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6008798,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007323,HDR,09/24/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990449,HDR,02/17/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6009087,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004679,HDR,08/25/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6001489,HDR,07/20/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6000594,HDR,07/11/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6007677,HDR,09/28/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007964,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007107,HDR,09/22/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006902,HDR,09/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006342,HDR,09/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006348,HDR,09/14/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6004596,HDR,08/25/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004696,HDR,08/25/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6006551,HDR,09/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004758,HDR,08/26/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008733,HDR,10/09/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5992428,HDR,03/21/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994633,HDR,04/23/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6005404,HDR,09/02/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006626,HDR,09/17/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004586,HDR,08/24/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,10/14/2022 11:00:04 AM
6001961,HDR,07/26/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006982,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008611,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008157,HDR,10/03/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6002147,HDR,07/27/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6002700,HDR,08/03/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006466,HDR,09/15/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5996189,HDR,05/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007410,PDR,09/26/2022,Under Review,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,10/14/2022 11:00:04 AM
5990405,HDR,02/16/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6000003,HDR,07/02/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990435,HDR,02/16/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006681,HDR,09/18/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5990978,HDR,02/26/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006764,HDR,09/19/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007243,HDR,09/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6006973,HDR,09/21/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995274,HDR,05/03/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007803,HDR,09/29/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008103,HDR,10/03/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5998595,HDR,06/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008841,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004207,HDR,08/20/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5992280,HDR,03/18/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
5998918,HDR,06/18/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6008550,HDR,10/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,10/14/2022 11:00:04 AM
6003888,HDR,08/17/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5990354,HDR,02/15/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/14/2022 11:00:04 AM
6006598,HDR,09/17/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5988433,HDR,01/08/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002491,HDR,08/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007616,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6002969,HDR,08/06/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5997748,HDR,06/05/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003574,HDR,08/13/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6007312,HDR,09/24/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5995372,HDR,05/04/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
6005051,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5991426,HDR,03/05/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004314,HDR,08/22/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6006358,HDR,09/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001051,HDR,07/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6007645,HDR,09/28/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004067,HDR,08/18/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004166,HDR,08/19/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6006050,HDR,09/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6000698,HDR,07/12/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5995432,HDR,05/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5991625,HDR,03/09/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995305,HDR,05/04/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5991935,HDR,03/14/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006494,HDR,09/15/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6001779,HDR,07/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6004894,HDR,08/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007408,HDR,09/26/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5998005,HDR,06/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008644,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6000200,HDR,07/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6007983,HDR,10/01/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007876,HDR,09/30/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005448,HDR,09/04/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005277,HDR,09/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/14/2022 11:00:04 AM
6001379,HDR,07/19/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
